SE,Name,Lines,Stars
S01E02,ross,"Well, wait a minute, wha- why is she in the title?",8.1
S01E02,ross,"Oh, 's'funny, really? Um, I don't remember you making any sperm.",8.1
S01E02,ross,"No no no, she gets a credit, hey, I'm in there too.",8.1
S01E02,ross,"Of course not, I'm... suggesting Geller-Willick-Bunch.",8.1
S01E02,ross,"My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is too hard. I'm not, I can't do-",8.1
S01E02,ross,"You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now.",8.1
S01E02,ross,Oh my God.,8.1
S01E02,ross,Well? Isn't that amazing?,8.1
S01E02,joey,What are we supposed to be seeing here?,8.1
S01E02,chandler,"I dunno, but.. I think it's about to attack the Enterprise.",8.1
S01E02,phoebe,"You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato.",8.1
S01E02,ross,"Then don't do that, alright?",8.1
S01E02,phoebe,Okay!,8.1
S01E02,ross,Monica. Whaddya think?,8.1
S01E02,monica,Mm-hmm.,8.1
S01E02,ross,Wh- are you welling up?,8.1
S01E02,monica,No.,8.1
S01E02,ross,"You are, you're welling up.",8.1
S01E02,monica,Am not!,8.1
S01E02,ross,You're gonna be an aunt.,8.1
S01E02,monica,Oh shut up!,8.1
S01E02,rachel,"Okay, I know it was a cheap shot, but I feel so much better now.",8.1
S01E03,phoebe,Hi guys!,8.2
S01E03,ross,"Hey. Oh, oh, how'd it go?",8.2
S01E03,phoebe,"Um, not so good. He walked me to the subway and said 'We should do this again!'",8.2
S01E03,rachel,"What? He said 'we should do it again', that's good, right?",8.2
S01E03,monica,"Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'.",8.2
S01E03,rachel,Since when?,8.2
S01E03,joey,"Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'.",8.2
S01E03,chandler,Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.,8.2
S01E03,phoebe,"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'.",8.2
S01E03,rachel,And everybody knows this?,8.2
S01E03,joey,Yeah. Cushions the blow.,8.2
S01E03,chandler,"Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm.",8.2
S01E03,ross,"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm.",8.2
S01E03,monica,"Uh, Ross.",8.2
S01E03,ross,"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!",8.2
S01E03,chandler,"\So how does it feel knowing you're about to die?\""",8.2
S01E03,joey,\Warden,8.2
S01E03,chandler,"Hey, that was really good!",8.2
S01E03,joey,Thanks! Let's keep going.,8.2
S01E03,chandler,Okay. \So. Whaddya want from me,8.2
S01E03,joey,\I just wanna go back to my cell. 'Cause in my cell,8.2
S01E03,chandler,"\Smoke away.\""",8.2
S01E03,chandler,I think this is probably why Damone smokes in his cell alone.,8.2
S01E03,joey,What?,8.2
S01E03,chandler,Relax your hand!,8.2
S01E03,chandler,Not so much!,8.2
S01E03,joey,Whoah!,8.2
S01E03,chandler,Hey!,8.2
S01E03,joey,Hey!,8.2
S01E03,chandler,"Alright, now try taking a puff.",8.2
S01E03,chandler,Alright.. okay. No. Give it to me.,8.2
S01E03,joey,"No no no, I am not giving you a cigarette.",8.2
S01E03,chandler,"It's fine, it's fine. Look, do you wanna get this part, or not? Here.",8.2
S01E03,chandler,"Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete.",8.2
S01E03,joey,Y'miss it?,8.2
S01E03,chandler,"Nah, not so much. Alright, now we smoke.",8.2
S01E03,monica,"No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger.",8.2
S01E03,joey,That's ridiculous!,8.2
S01E03,ross,Can I use.. either thumb?,8.2
S01E03,rachel,Decaf cappucino for Joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!,8.2
S01E03,rachel,Good for me!,8.2
S01E03,joey,"Y'okay, Phoebe?",8.2
S01E03,phoebe,"Yeah- no- I'm just- it's, I haven't worked- It's my bank.",8.2
S01E03,monica,What did they do to you?,8.2
S01E03,phoebe,"It's nothing, it's just- Okay. I'm going through my mail, and I open up their monthly, you know, STATEMENT-",8.2
S01E03,ross,Easy.,8.2
S01E03,phoebe,- and there's five hundred extra dollars in my account.,8.2
S01E03,chandler,"Oh, Satan's minions at work again...",8.2
S01E03,phoebe,"Yes, 'cause now I have to go down there, and deal with them.",8.2
S01E03,joey,What are you talking about? Keep it!,8.2
S01E03,phoebe,"It's not mine, I didn't earn it, if I kept it, it would be like stealing.",8.2
S01E03,rachel,"Yeah, but if you spent it, it would be like shopping!",8.2
S01E03,phoebe,"Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine, not-not-mine'...",8.2
S01E03,monica,We're with you. We got it.,8.2
S01E03,phoebe,Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.,8.2
S01E03,rachel,"Chandler, what are you doing?",8.2
S01E03,monica,Hey. Whaddya doing?,8.2
S01E03,ross,What is this?!,8.2
S01E03,chandler,"I'm smoking. I'm smoking, I'm smoking.",8.2
S01E03,phoebe,"Oh, I can't believe you! You've been so good, for three years!",8.2
S01E03,chandler,And this- is my reward!,8.2
S01E03,ross,"Hold on a second, alright? Just think about what you went through the last time you quit.",8.2
S01E03,chandler,"Okay, so this time I won't quit!",8.2
S01E03,chandler,"All right! I'm putting it out, I'm putting it out.",8.2
S01E03,phoebe,"Oh, no! I- I can't drink this now!",8.2
S01E03,monica,"Alright. I'm gonna go change, I've got a date.",8.2
S01E03,rachel,This Alan again? How's it goin'?,8.2
S01E03,monica,"'S'going pretty good, y'know? It's nice, and, we're having fun.",8.2
S01E03,joey,So when do we get to meet the guy?,8.2
S01E03,monica,"Let's see, today's Monday... Never.",8.2
S01E03,monica,No. Not after what happened with Steve.,8.2
S01E03,chandler,What are you talking about? We love Schhteve! Schhteve was schhexy!.. Sorry.,8.2
S01E03,monica,"Look, I don't even know how I feel about him yet. Just give me a chance to figure that out.",8.2
S01E03,rachel,"Well, then can we meet him?",8.2
S01E03,monica,Nope. Schhorry.,8.2
S01E03,monica,"I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd.",8.2
S01E03,monica,"I know. I just wish that once, I'd bring a guy home that they actually liked.",8.2
S01E03,joey,"Let it go, Ross.",8.2
S01E03,ross,"Yeah, well, you didn't know Chi Chi.",8.2
S01E03,monica,Do you all promise?,8.2
S01E03,monica,Chandler? Do you promise to be good?,8.2
S01E03,joey,"You can come in, but your filter-tipped little buddy has to stay outside!",8.2
S01E03,ross,"Hey, Pheebs.",8.2
S01E03,phoebe,"'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this-  -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!",8.2
S01E03,rachel,What bank is this?,8.2
S01E03,monica,Hey. It's him.  Who is it?,8.2
S01E03,joey,Chandler! He's here!,8.2
S01E03,monica,"Okay, please be good, please. Just remember how much you all like me.",8.2
S01E03,monica,"Hi. Alan, this is everybody. Everybody, this is Alan.",8.2
S01E03,monica,"Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm?",8.2
S01E03,monica,C'mon!,8.2
S01E03,ross,"...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him.",8.2
S01E03,monica,Wait a minute! We're talking about someone that I'm going out with?,8.2
S01E03,rachel,And did you notice...?,8.2
S01E03,joey,Know what was great? The way his smile was kinda crooked.,8.2
S01E03,phoebe,"Yes, yes! Like the man in the shoe!",8.2
S01E03,ross,...What shoe?,8.2
S01E03,phoebe,"From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'",8.2
S01E03,ross,...So I think Alan will become the yardstick against which all future boyfriends will be measured.,8.2
S01E03,rachel,"What future boyfriends? Nono, I th- I think this could be, y'know, it.",8.2
S01E03,monica,Really!,8.2
S01E03,chandler,"Oh, yeah. I'd marry him just for his David Hasselhof impression alone. You know I'm gonna be doing that at parties, right?",8.2
S01E03,ross,"You know what I like most about him, though?",8.2
S01E03,ross,The way he makes me feel about myself.,8.2
S01E03,monica,Hi.. how was the game?,8.2
S01E03,ross,Well..,8.2
S01E03,joey,Alan.,8.2
S01E03,ross,"He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",8.2
S01E03,rachel,"I mean, it-it was like, it was like he made us into a team.",8.2
S01E03,chandler,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",8.2
S01E03,monica,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,8.2
S01E03,ross,What?,8.2
S01E03,monica,"..I dunno, a little too Alan?",8.2
S01E03,rachel,"Well, no. That's impossible. You can never be too Alan.",8.2
S01E03,ross,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",8.2
S01E03,chandler,I personally could have a gallon of Alan.,8.2
S01E03,phoebe,"Hey, Lizzie.",8.2
S01E03,phoebe,I brought you alphabet soup.,8.2
S01E03,phoebe,"Yes. But I left in the Ys. 'Cause, y'know, \sometimes y\"". Uh",8.2
S01E03,phoebe,"No, but would you like a thousand dollars and a football phone?",8.2
S01E03,phoebe,I know.,8.2
S01E03,phoebe,"No, I want you to have it. I don't want it.",8.2
S01E03,phoebe,"Oh, that's fine, no.",8.2
S01E03,phoebe,"No. 'Cause you need that. No, it's okay, thanks.",8.2
S01E03,phoebe,"Okay, alright, you buy me a soda, and then we're even. Okay?",8.2
S01E03,phoebe,Okay.,8.2
S01E03,phoebe,"No, I'm fine.",8.2
S01E03,phoebe,Huh!,8.2
S01E03,ross,A thumb?!,8.2
S01E03,phoebe,"I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!",8.2
S01E03,chandler,"Well, maybe it's a contest, y'know? Like, collect all five?",8.2
S01E03,phoebe,"Does, um, anyone wanna see?",8.2
S01E03,rachel,It's worse than the thumb!,8.2
S01E03,chandler,"Hey, this is so unfair!",8.2
S01E03,monica,"Oh, why is it unfair?",8.2
S01E03,chandler,"So I have a flaw! Big deal! Like Joey's constant knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with that snort when she laughs? I mean, what the hell is that thing? ...I accept all those flaws, why can't you accept me for this?",8.2
S01E03,joey,...Does the knuckle-cracking bother everybody?,8.2
S01E03,rachel,"Well, I-I could live without it.",8.2
S01E03,joey,"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?",8.2
S01E03,ross,"Oh, now, don't listen to him, Pheebs, I think it's endearing.",8.2
S01E03,joey,"Oh,  \you do",8.2
S01E03,ross,"You know, there's nothing wrong with speaking correctly.",8.2
S01E03,rachel,"\Indeed there isn't\""... I should really get back to work.""",8.2
S01E03,phoebe,"Yeah, 'cause otherwise someone might get what they actually ordered.",8.2
S01E03,rachel,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on.",8.2
S01E03,monica,Did you ever go out with a guy your friends all really like?,8.2
S01E03,monica,"Okay.. Well, I'm going out with a guy my friends all really like.",8.2
S01E03,monica,"Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.",8.2
S01E03,monica,I know.. it's gonna be really hard.,8.2
S01E03,monica,"No, he'll be fine. It's the other five I'm worried about.",8.2
S01E03,joey,Do you have any respect for your body?,8.2
S01E03,ross,Don't you realise what you're-you're doing to yourself?,8.2
S01E03,chandler,"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.",8.2
S01E03,rachel,"Chandler? It's Alan, he wants to speak to you.",8.2
S01E03,chandler,Really? He does?,8.2
S01E03,rachel,"God, he's good.",8.2
S01E03,ross,If only he were a woman.,8.2
S01E03,rachel,Yeah.,8.2
S01E03,chandler,"Ooh, Lambchop. How old is that sock? If I had a sock on my hand for thirty years it'd be talking too.",8.2
S01E03,ross,Okay. I think it's time to change somebody's nicotine patch.,8.2
S01E03,monica,Hey. Where's Joey?,8.2
S01E03,chandler,"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?",8.2
S01E03,rachel,I think he's across the hall.,8.2
S01E03,monica,Thanks.,8.2
S01E03,ross,There y'go.,8.2
S01E03,chandler,"Ooh, I'm alive with pleasure now.",8.2
S01E03,ross,"Hey Pheebs, you gonna have the rest of that Pop-Tart?.. Pheebs?",8.2
S01E03,phoebe,Does anyone want the rest of this Pop-Tart?,8.2
S01E03,ross,"Hey, I might!",8.2
S01E03,phoebe,"Sorry. ..Y'know, those stupid soda people gave me seven thousand dollars for the thumb.",8.2
S01E03,phoebe,"And on my way over here, I stepped in gum. ...What is up with the universe?!",8.2
S01E03,joey,What's going on?,8.2
S01E03,monica,Nothing. I just think it's nice when we're all here together.,8.2
S01E03,joey,Even nicer when everyone gets to wear their underwear..,8.2
S01E03,rachel,"Uh, Joey..",8.2
S01E03,joey,"Oh, God!",8.2
S01E03,monica,Okay..,8.2
S01E03,monica,"Please, guys, we have to talk.",8.2
S01E03,phoebe,"Wait, wait, I'm getting a deja vu...no, I'm not.",8.2
S01E03,monica,"Alright, we have to talk.",8.2
S01E03,phoebe,There it is!,8.2
S01E03,monica,"Okay. It's-it's about Alan. There's something that you should know. I mean, there's really no easy way to say this.. uh.. I've decided to break up with Alan.",8.2
S01E03,ross,Is there somebody else?,8.2
S01E03,monica,"No, nononono.. it's just.. things change. People change.",8.2
S01E03,rachel,We didn't change..,8.2
S01E03,joey,So that's it? It's over? Just like that?,8.2
S01E03,phoebe,"You know.. you let your guard down, you start to really care about someone, and I just- I-",8.2
S01E03,monica,"Look, I- I could go on pretending-",8.2
S01E03,joey,Okay!,8.2
S01E03,monica,"-but that wouldn't be fair to me, it wouldn't be fair to Alan- It wouldn't be fair to you!",8.2
S01E03,ross,"Who-who wants fair? Y'know, I just want things back. Y'know, the way they were.",8.2
S01E03,monica,I'm sorry..,8.2
S01E03,chandler,"Oh, she's sorry! I feel better!",8.2
S01E03,rachel,"I just can't believe this! I mean, with the holidays coming up- I wanted him to meet my family-",8.2
S01E03,monica,I'll meet somone else. There'll be other Alans.,8.2
S01E03,monica,Are you guys gonna be okay?,8.2
S01E03,ross,"Hey hey, we'll be fine. We're just gonna need a little time.",8.2
S01E03,monica,I understand.,8.2
S01E03,monica,"I'm, I'm really sorry.",8.2
